"RPI","W875RX1","DPCERA3M086SBEA","RETAILx","INDPRO","IPFPNSS","IPFINAL","IPCONGD","IPDCONGD","IPNCONGD","IPBUSEQ","IPMAT","IPDMAT","IPNMAT","IPMANSICS","IPB51222S","IPFUELS","CUMFNS","CLF16OV","CE16OV","UNRATE","UEMPMEAN","UEMPLT5","UEMP5TO14","UEMP15OV","UEMP15T26","UEMP27OV","CLAIMSx","PAYEMS","USGOOD","CES1021000001","USCONS","MANEMP","DMANEMP","NDMANEMP","SRVPRD","USTPU","USWTRADE","USTRADE","USFIRE","USGOVT","CES0600000007","AWOTMAN","AWHMAN","HOUST","HOUSTNE","HOUSTMW","HOUSTS","HOUSTW","AMDMNOx","AMDMUOx","M1SL","M2SL","M2REAL","BOGMBASE","TOTRESNS","NONBORRES","BUSLOANS","REALLN","SP500","SPINDUST","FEDFUNDS","TB3MS","TB6MS","GS1","GS5","GS10","AAA","BAA","TB3SMFFM","TB6SMFFM","T1YFFM","T5YFFM","T10YFFM","AAAFFM","BAAFFM","EXSZUSx","EXJPUSx","EXUSUKx","EXCAUSx","WPSFD49207","WPSFD49502","WPSID61","WPSID62","OILPRICEx","PPICMM","CPIAUCSL","CPIAPPSL","CPITRNSL","CPIMEDSL","CUSR0000SAC","CUSR0000SAD","CUSR0000SAS","CPIULFSL","CUSR0000SA0L2","CUSR0000SA0L5","PCEPI","DDURRG3M086SBEA","DNDGRG3M086SBEA","DSERRG3M086SBEA","CES0600000008","CES2000000008","CES3000000008","INVEST","date"
0.643011119891934,0.735934057421872,0.941008968363999,0.832119934990949,1.43025329687907,0.603609185248244,0.489927313510163,0,1.93969664398161,-0.474507545258396,1.07442076041133,2.56386116240925,3.86441478937103,1.491227644006,1.55242625808465,0.680238873333749,2.49994994464315,1.0341,0.617463296764775,0.91129265831178,-0.300000000000001,-0.199999999999999,-6.30809824048075,-6.29361401148438,-5.3893217441753,-2.79087881170765,-7.36877157911593,-8.32869611776914,0.616830397979129,0.943129833907186,-0.0142015195864431,1.10129596308504,0.948186467817713,1.41543589782849,0.28639637714285,0.433993861297743,0.525613271500447,0.348851084432678,0.930376917027864,0.41237171838624,0.196947380253221,40,0.2,40.4,7.39018142822643,5.79909265446053,6.02344759296103,6.22059017009974,5.92425579741453,2.21660897609492,2.49732636308444,-0.144348062963306,0.136946456367593,0.622992368652309,1.19483013226827,0.51894252422251,-0.564562388672518,-0.275169962262556,-0.438340635390855,2.50621609219248,2.47218821272668,0.37,0.0999999999999996,0,0.0699999999999998,0.0300000000000002,0.0300000000000002,-0.00999999999999979,-0.04,0,0.33,0.81,1.19,1.19,1.33,2.05,0.220006804736017,0,0.120953412113445,-0.514245707979926,-0.301659353942574,-0.299850299625648,-0.326264563481615,0.952888059603829,-1.00503358535016,1.22325684356341,-0.103555402140149,0.223463780141619,0.337252866376447,-0.00222501585334101,-0.300752106395485,0.52356140539449,-0.435730536895562,0,0,0,-0.0249783693326844,0.0666295848351872,-0.11240660162839,0.0261803473674771,-0.00218362066152222,-0.814665077527144,0.481882883276918,-1.47923587760088,"3/1/1959"
0.649412079622014,0.704863880193685,-0.363946947079441,0.0615711965936683,2.10774089740791,1.43380281398682,1.45423388858972,1.56533752716994,0.637947396183502,1.65114659565173,2.57902393267644,2.72440462557872,2.96582036770134,3.05013525657123,2.11006850064006,0.405434974354568,-0.449912403819619,1.5153,0.397340835213811,0.776537400806987,-0.399999999999999,-0.4,2.37058171699775,-15.7205049947696,-15.2361647491559,-26.1609832142006,-7.47869356289392,-5.50025255498365,0.577422020951346,1.04336070912758,0.156105899862702,2.36153972091877,0.822351586440639,1.24156344873931,0.22218704585768,0.314720026820048,0.29387476379803,0.482505326893978,-0.668701115609593,0.369686188132601,0.122895431468706,40.2,0.1,40.5,7.37148929521428,5.61677109766657,5.96870755998537,6.2841341610708,5.96100533962327,1.09901008899502,1.64137232069947,-0.214976793649235,-0.209301888435842,0.270094697284051,1.00261259162604,2.69837753498168,2.78105406915389,1.4651215772072,0.420674300614188,1.65993569444094,1.87231051341481,0.16,0.15,0.14,0.11,0.13,0.13,0.100000000000001,0.0100000000000007,-0.01,0.31,0.76,1.16,1.16,1.27,1.9,-0.0046267379192555,0,0.135010323925711,-0.641359393053559,0,0.599700599251296,0,0.314948213426813,1.00503358535016,-1.83301483037521,0.0345065562456921,0.223463780141619,-0.340700250673942,-0.47058910374127,0.300752106395485,-0.52356140539449,0.433840159859811,0.345423486808771,0,0,0.130473056389357,-0.0229274952893377,0.134899357762874,0.175236638038268,-0.00216335493089526,1.22034514708859,-0.488952769101192,2.49292434248334,"4/1/1959"
0.576311234167193,0.661646278616068,1.20053539987817,0.780339503229222,1.49502395040968,0.826920193846625,0.958303849856401,0.476848766243432,2.01511676317421,0,3.18934159572586,2.54327193720667,3.40462369110237,0.894182825549628,1.38282219390544,1.47350625343865,-1.9350372946465,0.923699999999997,-0.235868169739994,-0.106590878807644,-0.100000000000001,-0.200000000000001,-1.00909029819629,7.32663822643334,-7.38858897602412,-4.51204352804693,-9.29358217438621,0.218499575138686,0.428554707044526,0.564081501904745,0.678351951164657,0.0648088162670035,0.660795356003341,0.910243714155001,0.300752106395485,0.351782726756156,0.402672823769556,0.403513027572888,1.12241656803604,0.327466522675124,0.135010759998622,40.3,0,40.7,7.31188616407716,5.56068163101553,5.87211778947542,6.18826412308259,5.98141421125448,-4.30375118181061,-0.304267320319163,0.713269785742732,0.410560734649223,0.518135874199821,-0.801607498823564,-2.15348023869861,-2.23470661672909,0.872492996851282,-0.0589497626011237,1.49490007905166,1.90234173498407,-0.0600000000000001,-0.11,0.0600000000000001,0.24,0.23,0.19,0.14,0.0999999999999996,-0.06,0.43,1.06,1.45,1.41,1.47,2.06,0.0046267379192555,0,-0.0710353430687372,-0.0622858942590787,0.300752106395485,-0.599700599251296,0.649352931054814,-1.26582701032953,0,1.2195159736236,0.206611570247929,-0.000498247414704167,-0.337268447863925,0.468384931242616,0.300752106395485,0.260756340708079,-0.00187404540814562,-0.00118906771149341,0,0,-0.143070546797031,0.0646312973108465,-0.168653354662363,-0.193672834610092,-0.00214337002079068,-0.408971654624524,-0.481928643594898,-1.53422303014441,"5/1/1959"
0.310243595219095,0.297379037285594,0.370828607891927,0.906434122221533,0.114438472257339,0.703444785116991,0.712641695264038,-0.476848766243432,0.745195085480699,-0.704372449972546,2.32725380247834,-0.657522983075953,-0.734986239013269,-0.300219686833225,0.114190907468714,0.530837754762459,0,-0.147299999999987,0.146567417924715,0.231574500622855,-0.0999999999999996,0.200000000000001,2.86590757108316,-4.26894086950504,-0.207468954086032,6.21317811070057,-4.80947538493348,4.47650994954358,0.244332450822426,0.432544443698468,0.701757265864611,0.420236597107859,0.431687793871305,0.533508805319016,0.284091100160389,0.137445007088743,0.173381436872511,0.283405650989543,0.210543738123192,0.285656182818528,-0.122729519577902,40.2,0,40.6,7.31521838975297,5.53733426701854,5.83773044716594,6.24997524225948,5.96100533962327,4.56926156682762,0.762067948494405,-0.358533691862917,-0.0731461945890466,0.406645737646816,0.398406901487469,-0.00289054934916599,-0.574282147315863,0.188523578242572,-0.181919544439557,-0.8664063901338,-0.549096986871511,0.49,0.37,0.19,0.11,0.15,0.0300000000000002,0.0899999999999999,0.0800000000000001,-0.18,0.13,0.68,1.11,0.95,1.07,1.65,-0.261746903663163,0,-0.0710858391405722,-0.416233691468734,-0.601504212790971,0.599700599251296,-0.649352931054814,-0.00403132338320233,0,-0.306267617296374,0.240467193404329,-0.00049603051581748,0.33613477027048,-0.00218362066148892,-0.300752106395485,-0.260756340708079,-0.431966114451665,-0.00118090941838567,0.325203538637764,0.337268447863925,0.229262723522217,0.032894600585287,0.331579676453142,0.209340367115418,-0.461894585629441,0.399176216025943,0.479617226349294,-1.22518275493562,"6/1/1959"
-0.0589209813257163,-0.0763844722053264,-0.342687338534953,-0.0330178207915921,-2.42379671558672,0.116693481457375,0.824692318245157,1.30559592898889,1.9612838384981,0.821073392079708,0.218896694507587,-6.11744212426704,-10.547772917024,0.473189159887211,-1.84561372684007,1.31393143168816,-2.32581319660321,-1.78880000000001,0.381531997642703,0.24949959038576,0.0999999999999996,-0.6,4.43374899161553,8.36307990724112,-7.99561762842211,-5.1927610932764,-10.1717524379326,1.91374683895926,0.228869244435259,0.343669390084678,1.43028196753594,-0.420236597107859,0.442634715701473,0.617052025522646,0.188946678792057,0.163518008811891,0.0820232445166269,0.0841010791571506,0.065818343753854,0.244200365555169,0.367737604899787,39.9,-0.1,40.3,7.34407285057307,5.6021188208797,5.91620206260743,6.27852142416584,5.91889385427315,-7.93751245735645,-0.799903748851527,-0.0012539301304848,-0.274809907698259,0.237271490455271,0.590720846386894,1.61436404111388,2.8282504012841,-0.86986113154941,-0.17953757921374,3.89127592368208,3.93764157616143,0.0800000000000001,-0.00999999999999979,0.3,0.319999999999999,0.0800000000000001,0.0600000000000005,0.00999999999999979,0.04,-0.27,0.35,0.92,1.11,0.93,1,1.61,-0.0440779026054994,0,-0.0284484906438287,-0.177425293113062,-0.000907247547088375,-0.599700599251296,-0.32414939241705,-0.326144477548151,0,-1.21673872584265,0.137221269296738,-0.000493828379788397,-0.00112608174229756,-0.466201310581127,0,0.260078170005773,0.430108189939027,-0.343053509678892,-0.00105414622071365,-0.00113367759344563,-0.0749077277726329,-0.152070966661277,-0.123780965226272,-0.0100347218584318,0,-0.404015042772699,-0.479617226349294,2.93412794938668,"7/1/1959"
-0.563656101298982,-0.574750927606082,0.600332826639161,0.636420630728018,-3.44653151247378,-0.702621500770784,-0.234750392721628,0.117877366233898,-2.83130475722282,1.1616065699426,-0.878476492159663,-7.89731571971366,-12.8528066635715,-0.369363905802356,-4.03846329385997,0.650547858938522,1.63381955640927,-3.51219999999999,-0.156237483504817,-0.257210106762962,0.100000000000001,-0.600000000000001,1.00063373997257,6.1130140405008,0,3.24622761446607,-2.66136485180901,8.68837958658286,-0.873628853057618,-2.48859335440841,-8.37953164537435,-0.0648088162670035,-2.73171892859168,-4.86498761471008,0.298437353364278,0.0350048135192793,0.245666835714786,1.54324635559506,0.321156438221415,0.162469572700186,0.0978353997568959,40,0.1,40.4,7.26542972325395,5.4380793089232,5.85793315448346,6.16120732169508,5.92958914338989,-4.84234289536474,-0.0294377278846625,-0.212438416813132,0.032355352924629,0.305644802890548,-1.18617214660421,-1.61147349176471,-1.70782889426956,-0.280516006994525,-0.147319495071985,-0.570758641936475,-0.765808228051057,0.0299999999999998,0.18,0.0500000000000003,0.0300000000000002,-0.00999999999999979,0.0299999999999994,-0.04,0.00999999999999979,-0.12,0.37,0.92,1.07,0.93,0.93,1.59,0.111317265669331,0,-0.0782751053984398,-0.282441738051137,-0.000912737711145084,-0.302561160712411,0.32414939241705,-0.00936568310336838,0,-0.00841715416521893,0.102810143934205,-0.00049164087601028,-0.335008688528182,0.464037955650243,0,-0.520156340011546,-0.00184201073891721,0.341880674878592,-0.32414939241705,-0.33613477027048,-0.0682690476213832,-0.51229241857218,0.089478797664766,-0.0619208989811604,0,0.394452832619896,-0.961545869944191,-2.54954529024465,"8/1/1959"
0.0721358111303694,0,1.00184508007919,-1.31569978390136,-0.120913583920812,-0.470897953713667,-0.353804187415152,-0.3537434877801,-3.04196321932766,0.575782172582828,-0.774490328979915,-0.126227009838109,-0.399796152693765,0.131681605046063,-0.242852426808415,2.0538554367485,-0.696815579060761,-0.418700000000001,0.164991240331069,-0.114185208450124,0.3,0,-0.311623810920825,13.5887106316981,0.672648276095078,9.820970229966,-7.76251620305359,-4.70456924891085,0.17234277990994,0.0157476182053529,-2.19789067187746,-1.10822516228186,0.341476559819753,0.531104700584528,0.078388339829516,0.259237288912217,-0.118208697556454,-0.653066627148036,-0.0838391067388145,0.243210496861224,0.706458480189198,40,-0.1,40.4,7.33953769540767,5.48893772615669,5.89164421182577,6.32793678372919,5.92958914338989,2.68867137760864,1.50074303391996,-0.777313125719026,-0.304516682076983,-0.137917468418358,0.197044398729851,0.536194314138516,1.13315356959424,-0.67150144005983,-0.0609526778132974,-4.03661500605148,-4.05017341262122,0.26,0.66,0.83,0.58,0.33,0.25,0.0899999999999999,0.0899999999999999,0.28,0.94,1.24,1.14,0.92,0.76,1.42,0.247699646295052,0.0719779735704584,-0.206655813587719,-0.304254549349849,1.50740594327115,2.10168991895219,0,1.6218079202543,0,2.45308900779668,0.23931623931624,-0.000489467875031124,0.333890126551495,-0.00214337002080178,0.598804184462276,0.520156340011546,-0.00182630055434174,-0.341880674878592,0.323102058144675,0.335008688528182,0.12291354831131,0.635055966285858,0.0722251362859971,-0.000868357681582665,0,-0.399177130471984,1.44347451353909,1.63329048166094,"9/1/1959"
0.128006228506994,0.115214760232796,-0.683506870388761,0.728801770577547,-0.729019281937449,-0.23669526978165,-0.473264492890157,-0.474023293139991,2.29023195929692,-1.27092155822992,-0.780535531640192,-1.01766816621476,-1.61810114039276,-1.88335492286993,-0.853941196347918,0.253966605433842,-0.584709378746995,-0.895200000000003,0.401846703559272,0.217456767857627,0.2,-0.799999999999999,8.83629392892553,1.32452267500209,-1.34985176708957,-2.93806443932203,0.223964259350495,13.1090444354324,-0.131103346929962,-0.668828361510165,0.473970767282594,-1.15379555888229,-0.631331835220905,-0.79203853744314,-0.408292024479273,0.16567603958233,0.0272913351706094,0.155159069141853,0.180349270558011,0.282999986733667,0.315075393953457,39.6,0,40.1,7.2115567333138,5.53733426701854,5.72031177660741,6.09356977004514,5.8664680569333,1.8725930022585,1.29466967111007,0.281029218346074,-0.16859427338396,-0.414897364900924,0,0,-0.568181818181812,-0.0558851137233418,0.140816357947893,-0.0876808473534219,-0.278118788677695,0.22,0.00999999999999979,-0.17,-0.2,-0.180000000000001,-0.149999999999999,0.0500000000000007,0.100000000000001,0.07,0.55,0.82,0.74,0.55,0.59,1.3,0.316255068009474,0.0360112080098673,0.0926916287398827,-0.410634954480981,-2.10709561158113,-2.69689756328568,0,-1.29870586210963,0,-0.623701682192523,0.340715502555371,-0.220994565080268,-0.00111111728404722,-0.461894585629441,-0.598804184462276,-0.260078170005773,-0.00181079050065591,0.34071583216142,-0.323102058144675,-0.335008688528182,-0.0252456857224637,-0.239901344911253,-0.0229586756983924,0.0422086251789633,0,0.389839917000945,-0.963857287189795,-0.339730328103549,"10/1/1959"
0.759484737809313,0.671571359828604,-0.0446179594685958,-2.67039307634107,0.607510677316636,-1.07065895605163,-1.67450856321345,-2.16104404147264,-13.1559423264292,1.38547992313232,-1.58073316556844,3.88731279589862,6.44603552849974,0.168949274964714,0.732530733495995,0.631643902255918,3.79576079557773,0.351399999999998,-0.419354983561426,-0.588686892565349,0.0999999999999996,0.199999999999999,-0.286123228103197,-6.97118384177919,10.6266107750506,14.6916185926326,6.49578962747723,11.6085680355894,0.515927568821262,0.962329620420377,4.53267808562101,0.297964133709527,0.932438300855232,1.34275642273032,0.361266394644844,0.269725652584007,0.181752140182034,0.207762847423343,0.170940212565007,0.241935601880705,0.229621226034915,39.6,-0.3,39.9,7.25559127425367,5.50533153593236,5.78689738136671,6.21460809842219,5.8406416573734,-5.78058632768226,-0.204712558631037,0.284040442227784,0.269587288977657,0.207663857075424,0.393701295933901,0,0.564971751412435,0.349740900448703,-0.107663242835665,0.402696858646046,0.685716972613726,0.02,0.100000000000001,0.00999999999999979,0.00999999999999979,0.0300000000000002,0,-0.0100000000000007,-0.0200000000000005,0.15,0.54,0.81,0.75,0.53,0.56,1.26,0.0345657963368273,0,-0.128365145099951,0.273943907489261,0.599689668309988,0.895959750728981,0.32414939241705,-0.00424416692372809,0,1.17879203128441,0,0,-0.332779009267448,0.459770924862957,0,0,-0.424629088145112,-0.34071583216142,0,0,-0.178285354066299,0.14878784944159,-0.406908211485479,-0.0784112909745449,0,-0.394453704536868,0.481928643594898,0.421393474955245,"11/1/1959"
1.0194658853437,1.13728532995259,-0.111632072320589,-0.464379567136319,5.99831194434479,2.94669509049914,2.38378154565853,3.22414951983192,12.0173826565297,0.343391317075925,1.46808502136229,10.1665200419087,16.842318769362,2.45231581769927,6.59057661891964,0.377358062597644,-1.36355917343916,5.06310000000001,0.670416320673972,1.24894786688223,-0.5,0,-5.1745817209965,-7.13667598421139,-6.52176383113794,-10.8666303792326,-2.1187233219444,-25.5150981806697,1.00178932196258,1.64538007259942,1.23145344685138,1.08500160240652,1.76858171148115,2.94869798126758,0.0940291559642148,0.643813122396253,0.489087108439001,0.44053764038452,0.438740324511855,0.321672975401466,1.00889637892294,40,0.2,40.3,7.37838371299671,5.54517744447956,5.97888576490112,6.38350663488401,5.8805329864007,8.87946128358053,-0.885070818903877,-0.28556127381858,0.0331773750565922,0.0296310931102717,0.778187115387396,2.12773984472845,0.558623754205545,0.783766130290253,0.76582091871944,3.1475639894766,3.35977849661768,-0.00999999999999979,0.34,0.31,0.33,0.26,0.16,0.0200000000000005,0.0200000000000005,0.5,0.86,1.15,1.02,0.7,0.59,1.29,-0.37625703703319,0,-0.153541298843729,0.0946521604030866,0.302572091653719,0.301659353942574,-0.32414939241705,-0.00430001182571971,0,-2.67823154920497,0.20401224073444,0,0,-0.459770924862957,0,0,0.4228336109521,0.339558900113834,0.32206147000422,0.333890126551495,0.0551145099610295,-0.0332860398255086,0.183918110321191,-0.0435145555893079,1.37301928119021,-0.779728083131448,1.91393402106974,0.836409989507114,"12/1/1959"
