"","date","lag1","lag2","lag3","lag4"
"1","4/1/2000",-0.220250953760421,0,0,0
"2","5/1/2000",0.217981443922873,0.256867537608369,0,0
"3","6/1/2000",0.56853489988805,0.4721423250815,0.454316122446577,0
"4","7/1/2000",0.367094873603696,0.382582466380137,0.413487158952915,0.359385936717472
"5","8/1/2000",-0.00843668979995944,-0.0344421850884273,-0.121799541732142,0.358895251834206
"6","9/1/2000",0.486646987521992,0.446576538859358,0.509412846819881,0.364197191757022
"7","10/1/2000",0.139147738261633,0.10391080614951,0.167429317081446,0.361712611593387
"8","11/1/2000",0.235152928572362,0.232538014997748,0.236927744459386,0.361836640678499
"9","12/1/2000",0.268838671091251,0.27145803962244,0.252153878644324,0.363292456610068
"10","1/1/2001",0.539710841208375,0.511921066532059,0.490988457382579,0.364926041134039
"11","2/1/2001",0.235211806896953,0.223800501513497,0.253066963380043,0.363572480061525
"12","3/1/2001",0.0639330993445132,0.077942955589955,0.0617590506126252,0.364218544362778
"13","4/1/2001",0.209326049034035,0.194212238073541,0.165472420136507,0.365021088193638
"14","5/1/2001",0.494250253885523,0.480563147647466,0.495246913524723,0.364187592779899
"15","6/1/2001",0.230244892870389,0.200717383138629,0.252821430927279,0.362748672390428
"16","7/1/2001",-0.148798266896299,-0.143521823381681,-0.198587627368949,0.359231143206455
"17","8/1/2001",0.101470062707503,0.0500872495375441,0.0441471630126077,0.36091591704516
"18","9/1/2001",0.311176615637428,0.401871571102239,0.388848731510264,0.36017648294644
"19","10/1/2001",-0.267804177229738,-0.26077457422958,-0.34689444177097,0.357349800929507
"20","11/1/2001",0.133906708367667,0.0956232709425982,0.1793900072911,0.357701406311007
"21","12/1/2001",0.0619790887735299,0.0100991346298961,0.101599102633533,0.352890869882613
"22","1/1/2002",0.335301333786256,0.360184137321427,0.264328224335301,0.352293090293145
"23","2/1/2002",0.138147168372127,0.153996179934055,0.20992729295891,0.35267166997416
"24","3/1/2002",0.431386140080919,0.420653443297747,0.48330861596464,0.351855805272908
"25","4/1/2002",0.347977156347995,0.448672527540103,0.417828467748156,0.353358506835448
"26","5/1/2002",0.0897158025596199,0.0447495483743119,0.0553166184134613,0.352361601979557
"27","6/1/2002",0.118301331987736,0.0632709784114073,0.0346526550638618,0.353006728624871
"28","7/1/2002",0.196709822649063,0.178115929670651,0.181815710400282,0.353937172729095
"29","8/1/2002",0.184204925561442,0.196497469783055,0.159294892514458,0.353771400231187
"30","9/1/2002",0.252911189013008,0.313100961307422,0.309760651069653,0.354321880071288
"31","10/1/2002",0.23207750803336,0.244307288944375,0.295980737514002,0.356071770738606
"32","11/1/2002",0.211952424029146,0.177015502420491,0.184974455230474,0.355803028993494
"33","12/1/2002",0.169213180392636,0.198741261394276,0.211658263175852,0.356976361824263
"34","1/1/2003",0.450128319845759,0.465923484742615,0.537299624163431,0.358737021665033
"35","2/1/2003",0.549012006815109,0.567970726872525,0.488409828697895,0.35955794877875
"36","3/1/2003",0.119476674856588,0.187436186436858,0.192853558922268,0.357647009321091
"37","4/1/2003",-0.454836914720869,-0.464352185815932,-0.446901230461907,0.355597930856284
"38","5/1/2003",-0.0980183254598607,-0.149498588141347,-0.149272422614,0.356607587343516
"39","6/1/2003",0.24515502828783,0.238102856091158,0.136935989257749,0.357868168644368
"40","7/1/2003",0.35669342291461,0.430499150883998,0.443462330898017,0.35731997443814
"41","8/1/2003",0.532120089542104,0.525418478506544,0.54847256029408,0.358631035831662
"42","9/1/2003",0.421122195295205,0.43136365082581,0.405643819647491,0.358384639770779
"43","10/1/2003",-0.119589073886026,-0.14733694896814,-0.0598216856574112,0.357038442902273
"44","11/1/2003",0.150490794594201,0.0787574299727679,0.113826219182558,0.357769550785662
"45","12/1/2003",0.423517296136242,0.332581686946701,0.268115546574423,0.359155004252489
"46","1/1/2004",0.490587316140576,0.498990879944731,0.434677977608677,0.35954584107927
"47","2/1/2004",0.260007615913684,0.265108441978615,0.302499492732792,0.358042333256683
"48","3/1/2004",0.184447104343687,0.197994623387694,0.219527325142094,0.358264198642096
"49","4/1/2004",0.175512358266951,0.120834658225887,0.138109787723055,0.359131579321995
"50","5/1/2004",0.405368578510563,0.445455842022682,0.398017967263839,0.362330086601769
"51","6/1/2004",0.390047229633368,0.411647206010049,0.469571267801541,0.362025120545011
"52","7/1/2004",0.0480651921760188,0.0666426704868914,0.091494019385457,0.360309466740441
"53","8/1/2004",0.0835122042881541,0.0237772980695144,0.0113754003076247,0.359902585118268
"54","9/1/2004",0.302850408784071,0.304455915801486,0.23625753310062,0.360378150808039
"55","10/1/2004",0.548862858651487,0.544429462355647,0.56644080806546,0.362518691481377
"56","11/1/2004",0.335767992900109,0.440302203145366,0.508979641055711,0.362573999816067
"57","12/1/2004",-0.0606509719925286,-0.0997798693591912,-0.0872951784753189,0.359609401940909
"58","1/1/2005",0.142396205979173,0.0606468567518106,0.0102500193315887,0.364024867886928
"59","2/1/2005",0.619964295335266,0.508780754598232,0.43396279594114,0.366338558443032
"60","3/1/2005",0.548455870476238,0.492459363570874,0.470765274482214,0.367347044207483
"61","4/1/2005",0.376031785356078,0.38015604454148,0.383074591943982,0.366880387035429
"62","5/1/2005",0.190899000881515,0.154911078247552,0.0909919987341689,0.367048567766404
"63","6/1/2005",0.160253062214246,0.149618719414387,0.124919792930703,0.368364001220718
"64","7/1/2005",0.698321859551738,0.62922722940241,0.630761503368407,0.372283943048109
"65","8/1/2005",0.615700986637337,0.61981905890814,0.635843628027558,0.3733716583919
"66","9/1/2005",1.24529615488604,1.35022186407989,1.36450232099123,0.379598968527984
"67","10/1/2005",-0.000306096249708678,0.0862679151406811,0.135197305815606,0.372387818625861
"68","11/1/2005",-0.435041958235796,-0.539343800930042,-0.500644837215962,0.371279757060237
"69","12/1/2005",0.151532015114501,0.0567515430276617,0.13933157722691,0.375227048691971
"70","1/1/2006",0.665829240364403,0.699017878884503,0.667223502562902,0.379020235760724
"71","2/1/2006",0.0986997222243778,0.0749717857519225,-0.0558527939875221,0.373890136560884
"72","3/1/2006",0.232095255720962,0.303079846309126,0.338080229627467,0.375214785745691
"73","4/1/2006",0.617392152983227,0.612841498681932,0.605872204985454,0.3791090066282
"74","5/1/2006",0.358979777841521,0.385898174331761,0.395946088338409,0.378778109231711
"75","6/1/2006",0.169031236085694,0.184614673305207,0.234608803611827,0.376513169404811
"76","7/1/2006",0.468462983751111,0.425403359081346,0.472967933508172,0.377984034551384
"77","8/1/2006",0.336021261730909,0.380239750730884,0.328622651692839,0.37861641124
"78","9/1/2006",-0.463070525569515,-0.507456453962299,-0.535607098731204,0.372384474984439
"79","10/1/2006",-0.326945267900247,-0.307109888950766,-0.423757526572907,0.372139827292961
"80","11/1/2006",0.28013322177665,0.153327836060493,0.149651531285542,0.378891685422161
"81","12/1/2006",0.549526880477497,0.602564956429848,0.590112676137172,0.378402721255343
"82","1/1/2007",0.297598295360625,0.33141352091599,0.389369096147539,0.374943904484357
"83","2/1/2007",0.344607641395841,0.417756805019753,0.463013951389236,0.376273528602387
