"","AR","AR+PC","Ridge","LASSO","RF (4 lags)","RF","date"
"173",17.4120714144815,15.7964509444888,14.6659542132899,15.2325482610723,15.168914545554,14.744496682402,2014-07-01
"174",17.4247495241227,15.8185994341751,14.6670128404874,15.24502672062,15.2150983557401,14.7819622159876,2014-08-01
"175",17.4346107298431,15.8191804036027,14.6671455135874,15.2554234423478,15.2521373173055,14.8139923088855,2014-09-01
"176",17.4616964014106,15.8346917357706,14.6709396654342,15.2675624784908,15.2852984614326,14.8452430104366,2014-10-01
"177",17.5445419036142,15.8621008906485,14.6818385608006,15.327744210526,15.3856347768365,14.9370649780364,2014-11-01
"178",17.6226899155112,15.9705280051666,14.7487309082165,15.4358503727668,15.5684974136502,15.1081857651867,2014-12-01
"179",17.9248917735988,16.1168929713737,14.8545408277121,15.7200080119215,15.9550939838442,15.5215518756404,2015-01-01
"180",18.1946881719585,16.4924039865802,15.1908652738387,15.9267298579232,16.0785669445737,15.6614711614068,2015-02-01
"181",18.195593517245,16.4960204004772,15.2333534331398,15.927816208472,16.0822255780611,15.6616345314111,2015-03-01
"182",18.1958153579808,16.5005079853036,15.2666846294795,15.9281955453334,16.0829441188726,15.6642668884372,2015-04-01
"183",18.2710487823246,16.6127602757982,15.386934891645,15.9442463018104,16.1377105966527,15.7156116164391,2015-05-01
"184",18.2737906713336,16.6317445377443,15.3964403913563,15.9475412957656,16.1470420674244,15.7160138875809,2015-06-01
"185",18.284701029538,16.6359533015494,15.4201685131705,15.9486778881748,16.1473466950203,15.7162109607315,2015-07-01
"186",18.3223473587454,16.6423072389669,15.4309127191597,15.9567669249983,16.1659208905763,15.7349263243781,2015-08-01
"187",18.3862608526161,16.7279998381052,15.461397064465,16.064200204342,16.3412401731568,15.8876698833423,2015-09-01
"188",18.4446607477475,16.8623811466262,15.5417343771871,16.0676290484668,16.3541837620505,15.8977590018587,2015-10-01
"189",18.4446621084061,16.8684193798549,15.5450117629686,16.0678365667278,16.3586736174814,15.9034825605987,2015-11-01
"190",18.4836755049934,16.9032739628643,15.5453084685287,16.105003853557,16.4427773068463,15.981613395905,2015-12-01
"191",18.5303274799148,16.9275266130984,15.545993069739,16.1067923085674,16.4471696723828,15.9863954752602,2016-01-01
"192",18.5853664151304,16.9469021993814,15.5503831540392,16.1376306741229,16.4888236284465,16.0464421643651,2016-02-01
"193",18.7040601365625,17.0408879525052,15.8319783145792,16.187878635431,16.556388703427,16.1094001727574,2016-03-01
"194",18.7180594271771,17.0465223174797,15.8338225891384,16.1903135435105,16.564876991305,16.124886999282,2016-04-01
"195",18.7191146065533,17.0465712577056,15.8393052283869,16.1909602019855,16.5663440234269,16.1281529118395,2016-05-01
"196",18.725848219901,17.0772333090356,15.8702677371788,16.1945882134118,16.574337572625,16.1372072314806,2016-06-01
